,vendor_name,img,name,carbohydrates,fats,proteins,calories
91,2112098,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/e1/b7/d654ed826f0953f192c33520c84d.jpg,"Приправа Kotanyi хмели-сунели, 30г",42.4,6.1,15.7,329.0
92,3481038,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/32/c9/857925580ce27fe4108213ef8d00.jpg,"Базилик измельчённый Маркет Перекрёсток, 7г",43.0,4.0,14.0,260.0
93,3481036,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/3e/e3/affe652190bc171ed902f95b69fc.jpg,"Укроп измельчённый Маркет Перекрёсток, 7г",37.0,3.9,18.0,260.0
94,3481037,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/55/39/483ea5fb9faea24bf11ecf96xd3d.jpg,"Петрушка нарезанная Маркет Перекрёсток, 7г",36.0,2.6,22.0,260.0
95,3635743,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/24/67/72e07b1b0b191b7aa2330280be36.jpg,"Фасоль красная натуральная Маркет Перекрёсток, 400г",14.9,0.0,6.1,84.0
96,3468532,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/2f/c2/e27a27xda740840b7836bf036829.jpg,"Маслины без косточки Пр!ст, 280г",,17.0,0.5,128.0
97,4192350,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/xd/47/810aafe83a9071f14c43a027a0b2.jpg,"Кукуруза молочная без сахара Маркет Перекрёсток, 340г",11.0,,2.0,50.0
98,4100914,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/f5/57/3fc135e474e370f10e596cd3088a.jpg,"Горошек зелёный Пр!ст, 400г",6.5,0.0,3.1,38.0
99,3504166,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/f7/ea/d17dc5ae5d83654a0c6d2a68f31b.jpg,"Огурцы маринованные целые Пр!ст, 680г",1.5,0.0,0.6,8.0
100,4003715,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/45/69/5f1f6aab49bbedcbe8020438553d.jpg,"Тунец скипджек филе-кусок Новый Океан, 185г",0.0,0.6,25.0,105.0
101,4003717,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/8e/a5/e19ea5b2863e354f0f3ba5476d1e.jpg,"Тунец скипджек рубленый Новый Океан, 185г",0.0,0.8,15.0,70.0
102,4186335,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/6c/d8/c3dddac961961da6f9688637dfd0.jpg,"Тунец полосатый мелко рубленный Пр!ст, 185г",,2.0,20.0,100.0
103,72318,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/57/60/30b4831481918f7ec77292324750.jpg,"Тунец Fortuna полосатый рубленый, 185г",0.0,0.9,20.8,91.6
104,4003714,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/81/21/3655432d7f6ae91447b5b34ef249.jpg,"Тунец скипджек филе-кусок в масле Новый Океан, 185г",0.0,4.0,24.0,130.0
105,2143227,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/92/b4/f68c9f59b2a9f5f8b979237452e7.jpg,"Говядина Барс Экстра тушёная высший сорт ГОСТ, 325г",,17.0,15.0,213.0
106,4189729,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/38/26/8c3460710b44fa8a33d8c32b38e9.jpg,"Говядина Классическая тушеная Пр!ст, 325г",,16.0,9.5,180.0
107,2157147,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/89/c6/ea06901cb6012ed0c7c106820675.jpg,"Говядина Скопинский МК тушёная высший сорт ГОСТ, 500г",,17.0,15.0,213.0
108,3408258,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/f6/0f/fd93db4055de4cdc96119b9906ea.jpg,"Говядина кусковая Гродфуд тушёная в собственном соку, 338г",0.0,25.0,15.0,290.0
109,36602,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/24/c8/2b26f426f4a00d05668276685324.jpg,"Говядина Главпродукт Экстра тушёная высший сорт, 338г",,17.0,15.0,213.0
110,4089137,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/c9/b0/5a965727334026d1f2463e4c66b7.jpg,"Ананасы кусочки в лёгком сиропе Пр!ст, 565г",16.3,,0.6,65.0
111,3642356,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/ca/e5/716e0e9a769771fb91d84b19d622.jpg,"Ананасы Королевские кусочки в сиропе Маркет Перекрёсток, 565г",17.0,0.1,0.4,70.0
112,3904924,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/75/5c/2c041fd2dd129e6857a0fdd846af.jpg,"Ананасы Королевские кольца консервированные в сиропе Маркет Перекрёсток, 825г",15.0,0.1,0.3,64.0
113,3904923,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/f5/e5/46a411c88f6c9f94aaabf3924344.jpg,"Ананасы Королевские кусочки консервированные в сиропе Маркет Перекрёсток, 825г",15.0,0.1,0.3,64.0
114,4089136,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/d9/bd/55726695c89a71b640cc884c2924.jpg,"Ананасы кольца в лёгком сиропе Пр!ст, 565г",16.3,0.1,0.6,65.0
115,3659060,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/e0/9d/f13dxdff96771080630570a3fab1.jpg,"Хлопья Любятово кукурузные, 300г",82.0,1.0,8.0,380.0
116,3398285,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/87/61/ce0a9b8bcd24b3cd02ab149d3276.jpg,"Мюсли Matti ежевика-малина, 250г",62.0,13.0,7.5,390.0
117,2137587,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/b7/d6/dd1917c2f5c9cdee7a3c6b40c6ac.jpg,"Мюсли Ого с орехом запечённые, 350г",58.0,18.0,8.5,430.0
118,3628506,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/b1/42/c258e640c75d3572fed5afb1b0ce.jpg,"Хлопья кукурузные Хрутка хрустящие, 700г",78.7,3.0,7.0,369.0
119,3417240,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/c6/91/5c1845397b5f2cf8c803317c561a.jpg,"Мюсли Ого с тропическими фруктами запечённые, 350г",62.0,17.0,8.0,430.0
120,3691087,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/36/2f/a99a31bfe95e7d8d8863c5bcbdd6.jpg,"Подушечки Любятово шоколадные, 500г",67.0,16.0,6.5,450.0
121,3659063,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/83/81/32040abb9995d11d4364051ac6d4.jpg,"Шарики Любятово шоколадные, 500г",65.0,16.0,7.0,450.0
122,3498890,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/4b/66/fa19f7da46e0f97fff0d872dea6f.jpg,"Подушечки Хрутка с шоколадной начинкой, 250г",69.3,16.0,5.2,442.0
123,3498889,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/05/6e/36c033ee79422c1f0dc97f642d77.jpg,"Подушечки Хрутка с молочной начинкой, 250г",70.2,15.5,5.5,443.0
124,3933314,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/aa/23/613af6bd032bdb0693dc7a8b3642.jpg,"Подушечки с какао Ухтышки, 250г",64.9,13.5,6.7,410.0
125,4131236,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/5e/58/eea3d0498fd6f2a9ba6f198cd0ab.jpg,"Шарики Увелка сливочно-банановые глазированные сахарным сиропом, 200г",80.0,1.0,5.0,350.0
126,4070024,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/ed/39/317925b5a21370865fec5fe68955.jpg,"Шарики Увелка клубнично-йогуртовые, 200г",80.0,2.7,6.0,370.0
127,4239012,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/d0/ff/2507e43f14aa417dae1a803d542b.jpg,"Готовый шоколадный завтрак Хрутка обогащенный кальцием, 230г",72.3,2.5,2.5,348.0
128,4239005,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/21/5d/1323ac8ffa92c12775f6619a8015.jpg,"Готовый шоколадный завтрак Хрутка обогащённый кальцием, 350г",72.3,2.5,2.5,348.0
129,4030128,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/10/47/647a30eb0e8ed3931b2eaf28e6b8.jpg,"Шарики Ухтышки со вкусом шоколада, 250г",78.2,1.7,6.5,352.0
130,3986719,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/df/00/12c9269bcf70f9189612342xdff2.jpg,"Завтрак готовый Kellogg’s Unicorn Радужные колечки с фруктовым вкусом, 195г",83.0,1.5,9.0,380.0
131,3373865,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/f7/0a/62005e87b9f57a9e34bf550a1231.jpg,"Колечки Хрутка шоколадные, 210г",73.0,3.3,9.1,358.0
132,4252438,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/49/3c/e201384a06750d6225ed70861bf1.jpg,"Готовый завтрак Leonardo овсяные колечки с мёдом, 200г",83.0,1.5,7.0,370.0
133,4250506,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/69/d8/0f63172f96ec7feb90426355c644.jpg,"Готовый завтрак Kellogg's Unicorn Радужные колечки с фруктовым вкусом, 375г",82.0,1.5,9.5,390.0
134,4291183,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/fe/ce/4fe93b2f998b8fe72aba37b07f7e.jpg,"Колечки Di&Di Умные сладости амарантовые с какао, 150г",82.0,1.9,6.5,371.0
135,4274668,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/99/f1/498dba9d3c5a188bc0xd3dc8cd63.jpg,"Гранола Настин Сластин Фитнес полезная, 250г",60.9,11.8,10.2,398.9
136,4274667,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/eb/3d/238fe4ccc22612f1d60364e291a1.jpg,"Гранола Настин Сластин Кедровые орешки и клюква, 250г",60.9,11.8,10.2,398.9
137,4123610,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/38/cd/ed7bdd17575480583f060f71d03c.jpg,"Гранола Ягодная Зелёная Линия, 300г",58.7,10.6,12.1,380.0
138,4169256,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/e9/7d/a4bbb655752509dc208fe4af5e3c.jpg,"Гранола Granolife клубника-малина, 50г",59.0,11.5,9.5,370.0
139,4123609,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/08/75/0b097e08a56ff4ac3e9580ae8266.jpg,"Гранола Ореховая Зелёная Линия, 300г",65.7,13.8,13.5,445.0
140,2093081,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/cf/d8/e8070dc80a8766be36149efb069c.jpg,"Молоко Простоквашино пастеризованное 2.5%, 930мл",4.7,2.5,3.0,53.0
141,2085981,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/58/9d/ff7e4b4a15e685dc4dd3afb58a16.jpg,"Молоко Простоквашино отборное пастеризованное 3.4-4.5%, 930мл",4.7,0.0,2.9,61.0
142,4259100,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/78/29/7fc4c7be97977b804ff91d6da1d3.jpg,"Молоко Простоквашино питьевое пастеризованное 3.2%, 1.4л",4.7,3.2,2.9,59.0
143,3605407,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/da/85/c4bab5023cb9462c8d6857283b92.jpg,"Молоко Простоквашино топлёное 3.2%, 930мл",4.7,3.2,3.0,60.0
144,3150905,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/11/89/0081899126d3531944cae62f4d8b.jpg,"Молоко Простоквашино ультрапастеризованное 2.5%, 950мл",4.7,2.9,2.5,53.0
145,3496419,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/7a/f7/f53d59d823c1f77348129f9e6b62.jpg,"Сыр Пармезан тёртый 32% Маркет Перекрёсток, 40г",0.0,26.0,33.0,366.0
146,3505827,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/32/29/2308e133fd87e2798d56ea28ffbf.jpg,"Сыр Эдам нарезка 45% Маркет Перекрёсток, 125г",0.0,26.0,23.0,320.0
147,3498368,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/10/88/962b97fd2648d2d1eefab3df26fd.jpg,"Сыр голландский тёртый 45% Пр!ст, 200г",0.0,26.9,26.0,363.0
148,3500953,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/06/00/b323885aaaa9f67149ddfbb2ed80.jpg,Сыр мягкий Моцарелла мини 45% Маркет Перекрёсток,1.5,20.0,16.0,250.0
149,4162492,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/80/f6/f9xd2ca5349892dc490949619a03.jpg,"Сыр Кремчиз мягкий сливочный 70% Зелёная Линия, 140г",0.0,27.5,5.0,268.0
150,4198907,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/b9/81/defa150691b6f7bc99c8c129bcdf.jpg,"Творог 9% Молочный знак, 300г",3.0,9.0,16.0,160.0
151,3668864,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/00/d8/bdc2a2c461df1f550b8df122xd8b.jpg,"Творог Зёрнышко 5% Зелёная Линия, 300г",3.0,5.0,16.0,121.0
152,4129495,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/f4/2e/1dbc3e50d7c888baf9d756ede463.jpg,"Творог 9% Зелёная Линия, 400г",3.0,9.0,16.0,157.0
153,4153930,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/e5/32/a02ed5c42f71bec4b2ed7aca0709.jpg,"Творог 5% Зелёная Линия, 350г",3.0,5.0,16.0,121.0
154,4153929,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/f8/6b/62561ccxdda7a9aac05195edbe37.jpg,"Творог 9% Зелёная Линия, 350г",3.0,9.0,16.0,157.0
155,4208434,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/e5/77/1a57f6e8843de58fb19ce3dcafa1.jpg,"Сырок творожный с ванилью глазированный 26% Молочный знак, 40г",33.6,27.9,7.4,415.1
156,4208433,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/55/24/cfe0efa1cba7f24a6516d5d9e5d0.jpg,"Сырок творожный с вареной сгущенкой глазированный 26% Молочный знак, 40г",36.5,26.1,7.2,409.7
157,4258969,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/cf/cf/0310f886488e7dcb00ca4f8f377b.jpg,"Десерт творожный с ванилью и бисквитом глазированный 20% Молочный Знак, 40г",33.7,20.7,7.2,349.9
158,4258972,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/92/9e/603b27927a9d199a8fe32d2c629b.jpg,"Десерт творожный с кокосом и бисквитом глазированный 20% Молочный Знак, 40г",35.3,25.8,7.9,405.0
159,3463779,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/59/6f/584f4ddb89654ed0079a337bf14f.jpg,"Сырок творожный Свитлогорье с какао глазированный 26%, 50г",33.5,27.5,8.7,416.0
160,4192660,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/95/d4/4cde77316eec6axde1a52907f77c.jpg,"Биойогурт Активиа обогащенный бифидобактериями 3,5%, 130г",6.4,3.5,4.6,76.0
161,4192642,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/54/e0/9fcc7671115dfe572801103ac865.jpg,"Биойогурт Активиа с вишней обогащенный бифидобактериями 2,9%, 130г",14.6,2.9,3.7,99.0
162,4251862,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/67/cc/5523ceb89c0a9a706842e8a3ab13.jpg,"Биойогурт Активиа питьевой натуральный 1.8%, 870мл",5.0,1.8,3.4,50.0
163,4280689,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/4d/59/909ac703c0bb1cc4e22358d5b6db.jpg,"Йогурт Простоквашино с клубникой 2.9%, 110г",11.8,2.9,3.6,88.0
164,4251867,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/3e/05/a9944931a0119e815b8311718ecf.jpg,"Биойогурт Активиа с клубникой земляникой обогащенный бифидобактериями 1.5%, 870мл",11.9,1.5,2.9,73.0
165,4278509,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/74/a8/6e95bfd38360551fc1c8ff71099e.jpg,Картофель молодой Азербайджан,12.4,0.4,2.4,61.0
166,60529,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/b6/00/628fd0f9b4ce0abe546f244a1373.jpg,Морковь отечественная,10.0,0.2,0.9,41.0
167,3676649,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/fd/e0/8c4bcb6c8ecca7768b52db98daa3.jpg,"Томаты Медовые черри красные круглые, 200г",2.8,0.1,0.8,15.0
168,44110,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/6f/68/1d0ed96a499d6a8482fc2414ee0d.jpg,Кабачки,3.1,0.3,1.2,17.0
169,25180,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/b0/61/53599c1c0cb2b6c364aa17f4ca5d.jpg,"Редис красный, 500г",3.4,0.1,1.2,19.0
170,5013,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/b8/33/0180ae1cf5d53f96d2c664a610d7.jpg,Черешня,10.6,0.4,1.1,52.0
171,3334645,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/9f/cc/7149e906ddb6bb354350f948581d.jpg,Персики плоские,16.0,0.0,1.0,60.0
172,3759,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/e4/a8/a45e1593b0c929360a1d0001f6df.jpg,Персики,9.5,0.1,0.9,45.0
173,79108,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/dd/4d/1ef76a334eff10f47ecdcabde376.jpg,Нектарины,11.8,0.2,0.9,48.0
174,4235650,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/11/10/8e0928d8cbbbf93b69dd65b4fdce.jpg,"Вишня, 500г",0.0,0.0,0.0,0.0
175,21151,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/80/a0/881fd063f663123fea9ce786ff96.jpg,"Малина Маркет Fresh, 125г",8.3,0.5,0.8,46.0
176,4299832,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/38/20/d3544846a3015d0f6636be4e4b79.jpg,"Черешня Россия, 500г",0.0,0.0,0.0,0.0
177,3641620,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/51/9c/b644b66740683df301bf2083fc7a.jpg,"Крыжовник, 500г",12.0,0.2,0.7,43.0
178,4286851,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/81/a6/93f7fc7546debe7ee4740ab210a6.jpg,"Клубника белая Маркет Fresh, 200г",0.0,0.0,0.0,0.0
179,11034,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/65/6f/29854e8xd4265e4204ba60669248.jpg,"Клубника Маркет Fresh, 250г",8.0,0.3,0.7,33.0
180,77107,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/cf/ae/ed187d54619c618891af06dd4e39.jpg,"Салат Айсберг Маркет Fresh, 1шт",3.0,0.1,0.9,14.0
181,31895,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/c5/09/5e9c160497ebe8f8dbfb8067b4a5.jpg,"Салат листовой в горшке, 1шт",2.9,0.2,1.4,15.0
182,3283556,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/c1/d0/a0244903d91660442d9f56c316b7.jpg,"Салат Рукола упаковка, 125г",2.1,0.7,2.6,25.0
183,77107,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/cf/ae/ed187d54619c618891af06dd4e39.jpg,"Салат Айсберг Маркет Fresh, 1шт",3.0,0.1,0.9,14.0
184,67334,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/0f/d6/0702eff12e927a5fc6eac398143f.jpg,"Салат Романо, 1шт",3.3,0.3,1.2,17.0
185,3683540,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/e2/13/11678be473f3e901d24476979645.jpg,"Лисички, 250г",7.0,0.5,1.5,38.0
186,3459769,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/a7/3f/9e3213ce5cfa78ab67b383b663b1.jpg,"Лисички свежие, 250г",0.0,0.0,0.0,
187,4165163,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/63/00/d263b2e9e005cd5b594cf317ec5d.jpg,"Лисички, 300г",0.0,0.0,0.0,0.0
188,3344628,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/a5/9d/95633b1c41864c17297eb57cb6d0.jpg,"Лисички, 500г",7.0,0.5,1.5,38.0
189,3634465,https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/98/c8/4fxdcd9fbd59830a7f2bd1595edd.jpg,"Лисички, 400г",7.0,0.5,15.0,38.0
